CUATRO PAGINAS DE LA VIDA;Howard Hawks;1952
LA ESCUADRILLA DEL AMANECER (V.O.S.E.);Howard Hawks;1930
LA NOVIA ERA ÉL;Howard Hawks;1949
TIERRA DE FARAONES;Howard Hawks;1955
MI TÍO;JACQUES TATI;1958
DONNIE BRASCO          7,4;Mike Newell;1997
JUAN NADIE;Frank Capra;1941
LOS MISERABLES           6,9;Josée Dayan;2000
LA SEÑORA MINIVER      7,3;William Wyler;1942
EL REGRESO DE LA PANTERA ROSA;;
LA PANTERA ROSA;;
LA PANTERA ROSA ATACA DE NUEVO;;
LA VENGANZA DE LA PANTERA ROSA;;
TRAS LA PISTA DE LA PANTERA ROSA;;
EL MERCADER DE VENECIA   6.5;Michael Radford;2004
MACBETH       6.9;Roman Polanski;1971
ENRIQUE V          7.0;Kenneth Branagh;1989
HAMLET    7.3;Kenneth Branagh;1996
OTHELLO;Oliver Parker;1995
JULIO CESAR      7.8;Joseph L. Mankiewicz;1953
HAMLET, EL HONOR DE LA VENGANZA (GIBSON);Franco Zeffirelli;1990
UN PUENTE LEJANO;Richard Attenborough;1977
10 LA MUJER PERFECTA;Blake Edwards;1979
EL BAZAR DE LAS SORPRESAS;Ernst Lubitsch;1940
VIVE COMO QUIERAS;Frank Capra;1938
EL TERROR DE LAS CHICAS;Jerry Lewis;1961
LA COSTILLA DE ADAN;George Cukor;1949
EL JINETE PALIDO;Clint Eastwood;1985
RUTA SUICIDA;Clint Eastwood;1977
HARRY EL SUCIO;Don Siegel;1971
HARRY EL EJECUTOR;James Fargo;1976
HARRY EL FUERTE;Ted Post;1973
EL SOLTERON Y LA MENOR;Irving Reis;1947
CHARADA;Stanley Donen;1963
LA LISTA NEGRA;Buddy Van Horn;1988
EL SARGENTO DE HIERRO;Clint Eastwood;1986
EL BUENO, EL FEO Y EL MALO;Sergio Leone;1966
EL MOTIN DEL CAINE       7.2;Edward Dmytryk;1954
CALLEJON SIN SALIDA   7.4;John Cromwell;1947
EL HALCON MALTES     8.1;John Huston;1941
CASABLANCA     8.4;Michael Curtiz;1942
EL CUARTO PODER;Richard Brooks;1952
LA SENDA TENEBROSA            7.6;Delmer Daves;1947
EL SUEÑO ETERNO           8.3;Howard Hawks;1946
EL TESORO DE SIERRA MADRE          8.3;John Huston;1948
LA REINA DE AFRICA           8.0;John Huston;1951
EN UN LUGAR SOLITARIO   8.1;Nicholas Ray;1950
EL ÚLTIMO REFUGIO    8.0;Raoul Walsh;1941
SABRINA                7.5;Billy Wilder;1954
TENER Y NO TENER             8.1;Howard Hawks;1944
LA CONDESA DESCALZA          7.6;Joseph L. Mankiewicz;1954
SIN CONCIENCIA                 7.5;Raoul Walsh;1951
LA SENDA TENEBROSA            7.6;Delmer Daves;1947
COPYING BETHOWEEN;Agnieszka Holland;2006
CORAZONES DE HIERRO;Brian De Palma;1989
EL PRESTAMISTA;Sidney Lumet;1964
POLLOCK: La vida de un creador;Ed Harris;2000
Ciudad de Dios;Fernando Meirelles;2002
Four Rooms (1995) ;;1995
Luna nueva (1940) Director;Howard Hawks;
El jurado (Runaway Jury) (2003);;2003
BIG FISH ;Tim Burton;2003
NETWORK, UN MUNDO IMPACABLE;Sidney Lumet;1976
EL JURADO;;2003
AL FINAL DE LA ESCALERA;Peter Medak;1980
Alguien voló sobre el nido del cuco;Milos Forman;1975
ASESINATO EN 8 MM;Joel Schumacher;1999
Despertares (1990);;1990
ENAMORARSE   ;;1984
ALI G ANDA SUELTO;Mark Mylod;2002
El juego del halcón (1985) [Estados Unidos];;
Todo lo demás (2003);Woody Allen;2003
La tentación vive arriba  [1955];Billy Wilder;1955
EL HOMBRE ELEFANTE;David Lynch;
TRES HOMBRES MALOS;John Ford;
UP THE RIVER;John Ford;
El honor de los Prizzi (1985);John Huston;
HISTORIAS DE NUEVA YORK;Martin Scorsese;1989
MANOS PELIGROSAS;Samuel Fuller;
La Terminal (2004);Steven Spielberg;
Como Dios  [2003];Tom Shadyac;2003
AMERICAN HISTORY X;;
AUSTIN POWERS EN MIEMBRO DE ORO ;;
C.S.I. MIAMI  1ª T.;;
CALLE 54;;
CHICAGO;;
CORCELES DE FUEGO;;
CUANDO MENOS TE LO ESPERAS;;2003
DARKNESS;;
EL HIJO DE LA NOVIA    ;;2001
EL OTRO LADO DE LA CAMA;;
EL SR. IBRAHIM Y LAS FLORES DEL CORAN;;
EN TU CAMA O EN LA NUESTRA;;
GLADIATOR;;
HABLE CON ELLA;;
HORAS, LAS;;
IMPOSTORES, LOS;;
JOHN Q;;
LA BUSQUEDA  ;;2004
LA ULTIMA NOCHE;;
LA VENTANA DE ENFRENTE    ;;2003
LA ZONA MUERTA;;
LOS COLEGAS DEL BARRIO;;
LOS INCREIBLES;;
LOS LUNES AL SOL;;
MAR ADENTRO;;
MATRIX;;
MI VIDA SIN MI   ;;2002
MONSTRUOS S.A.;;
OBSESION;;
PRIVATE DE NOT DISTORBE;;
REBELIÓN EN EL FUERTE;;
SEGURIDAD NACIONAL   ;;2002
SHREK 2;;
SOLO PARA CLARINETE;;
SPIDER MAN 2;;
SPIDER-MAN;;
STUART LITTLE 2;;
The Ladykillers  ;;2004
THE MUMY;;
THE RING (LA SEÑAL);;
TORRENTE;;
TORRENTE 2;;
UN CADAVER A LOS POSTRES;;1976
UN DOS TRES;;
Y AHORA DAMAS Y CABALLEROS;;
YO ROBOT;;2004
Qué bello es vivir!  [1946];Frank Capra;1946
El jovencito Frankenstein (1974);Mel Brooks;1974
El sueño eterno;Howard Hawks;1946
CALLEJON SIN SALIDA;John Cromwell;1947
En un lugar solitario;Nicholas Ray;1950
El último refúgio;Raoul Walsh;1941
10 la mujer perfecta;;
Acción judicial;;
Acordes y desacuerdos;;
Amor en conserva;;
Bird;;
Blade runner;;
Bola de fuego;;
Cartas desde Iwo Jima;;
Casablanca;;
Cayo Largo;;
Celda 211;;
Charada;;
Descalzos por el parque;;
Desperate Hours;;
Deuda de Sangre;;
Días de radio;;
Distrito Apache, El Bronx;;
Donnie Brasco;;
Dublineses ;;
Ejecución inminente;;
El americano impasible;;
El baile de los malditos;;
El Bazar de las sorpresas;;
El Buen alemán;;
El buen pastor;;
El bueno, el feo y el malo;;
El Ceniciento;;
El circo  [1928];;
El conflicto de los Marx;;
El cuarto poder;;
El detective y la muerte;;
El halcón maltés;;
El Hotel de los líos;;
El jardinero fiel;;
El mercader de venecia;;
El motín del caine;;
El Padrino;;
El Padrino II;;
El Padrino III;;
El pisito;;
El principiante;;
El sargento de hierro;;
El Solterón y la menor;;
El terror de las chicas;;
El tesoro de Sierra Madre;;
En el nombre del padre;;
En la linea de fuego;;
Enrique V;;
Hamlet;;
Happiness;;
Harry el ejecutor;;
Harry el fuerte;;
Harry el sucio;;
Impacto súbito;;
Juan Nadie;;
Julio Cesar;;
L.A. Confidential;;
La condensa descalza;;
La costilla de Adán  [1949];;
La Hoguera de las vanidades;;
La jauria humana;;
La ley de la hospitalidad;;
La lista de Schindler;;
La lista negra;;
La locura del charleston;;
La reina de áfrica;;
La senda tenebrosa;;
La señora Miniver;;
La tapadera;;
La última noche de Boris Grushenko;;
La vida de los otros;;
Laberito envenenado;;
Legionarios de pega (El Gordo y el Flaco);;
Legítima defensa;;
Light Sleeper;;
Llamad a cualquier puerta;;
Los Abandonados;;
Los cuatro cocos;;
Los hernanos Marx en el Oeste;;
Macbeth;;
Malcolm X;;
Marathon man;;
Maridos y mujeres;;
Mr. Jones;;
Nacido el cuatro de julio;;
Odesa;;
Othello;;
Plumas de caballo;;
Poder Absoluto;;
Poderosa Afrodita;;
Que te calles;;
Recuerdos;;
Ruta suicida;;
Sabrina;;
September;;
Siempre a tu lado;;
Sin conciencia;;
Sin perdón;;
Sopa de Ganso;;
Statuesque;;
Sueños de un seductor;;
Tarde de perros;;
Tener o no tener;;
The visitor;;
Toro salvaje;;
Un día en las carreras;;
Un mundo perfecto;;
Un optimista de vacaciones;;
Un puente lejano;;
Una noche en Casablanca;;
Una Tarde en el circo;;
Veredicto final;;
Vete de mi;;
Vive como quieras;;
Zelig;;
AUGUST;Anthony Hopkins;1995
Sopa de ganso  [1933];Leo McCarey;1933
En el punto de mira (2008);;2008
JANE EYRE;;1996
COMPAÑEROS DE JUERGA - LAUREL Y HARDY;;
CUATIVOS;;
EL INTRUSO;;
HECHIZO EN LA RUTA MAYA;;
LA BATALLA DEL RIO NERETVA;;
MATAR A UN RUISEÑOR;;
MEJOR IMPOSIBLE;;
MEMORIA Y DESEO;;
SALIR DEL ARMARIO;;
TRAFFIC;;
U-571;;
THE DINNER;;2005
Generation Kill (TV);David Simon;2008
Yo, Claudio (TV);Herbert Wise;1976
Los Soprano (Serie de TV);David Chase;1999
Los Soprano (Serie de TV);Allen Coulter;1999
EL VIDEO DE PEDRO J.;;CD
OPEN CASE;;DVD
PRESUNTOS IMPLICADOS;;CD
THE DINNER / FEB 2005;;DVD
VIDEOS X;;CD
AMELIE;Jean-Pierre Jeunet;2001
ALGO PASA CON MARY;Bobby Farrelly;1998
Falsas apariencias (1999) ;;1999
APACHE;Robert Aldrich;1954
UN PUENTE LEJANO;;1977
1492 CONQUISTA DEL PARAISO;Ridley Scott;1992
12 HOMBRES SIN PIEDAD;Sidney Lumet;1957
¿Qué ocurrió entre mi padre y tu madre?  [1972];Billy Wilder;1972
Basic;John McTiernan;2003
BAILANDO CON LOBOS;Kevin Costner;1990
Trece días (13 días) (2000) ;;1994
El secreto de los hermanos Grimm (2005);;2005
NEW YORK, NEW YORK;Martin Scorsese;
Heat (1995);Michael Mann;1995
La noche del cazador;Charles Laughton;
Con faldas y a lo loco  [1959];Billy Wilder;1959
El apartamento  [1960];Billy Wilder;1960
Irma la Dulce  [1963];Billy Wilder;1963
Testigo de cargo  [1957];Billy Wilder;1957
Million Dollar Baby  [2004];Clint Eastwood;2004
Un gángster para un milagro  [1961];Frank Capra;1961
El honor de los Prizzi (1985);John Huston;1985
Wall Street  [1987];Oliver Stone;1987
El pianista  [2002];Roman Polanski;2002
Cumbres borrascosas (1939);William Wyler;1939
Los mejores años de nuestra vida  [1946];William Wyler;1946
BRAVEHEART;;
CARROS DE FUEGO;;
CHITTY CHITTY BANG BANG;;
CYRANO;;
DIARIO DE UN EJECUTIVO AGRESIVO;;
DIARIO DE UNA NIÑERA;;
DIARIOS DE MOTOCICLETA;;
EL ALAMO;;
EL AVIADOR;;
EL BANQUETE DE BODA;;
EL CASO WELLS;;
EL CIELO PROTECTOR;;
EL CORCEL NEGRO;;
EL DR. T Y LAS MUJERES;;
EL HUNDIMIENTO;;
EL MENSAJERO DEL MIEDO (1962);;
EL NOVIO DE MI MADRE;;
EL PUENTE DE REMAGEN;;
EL SECRETO DE VERA DRAKE;;
EL ULTIO EMPERADOR;;
EL VIOLINISTA EN EL TEJADO;;
EN EL VALLE DE ELHA;;
EN LA CUERDA FLOJA;;
EVELIN;;
FAMILY MAN;;
INDOCHINA;;
LA GRAN EVASIÓN;;
LA JOVEN DE LA PERLA;;
LA PANTERA ROSA;;
LA ULTIMA LEGION;;
LA VENGANZA DE UN HOMBRE LLAMADO CABALLO;;
LEJOS DEL CIELO;;
LOS NIÑOS DE HUANG SHI;;
LOS SIETE MAGINIFICOS;;
MICHAEL CLAYTON;;
MONSTER`S BALL;;
MR. MAGORIUM Y SU TIENDA MAGICA;;
MRS. HERNDERSON PRESENTA;;
PLANETA TIERRA;;
PREMONITION 7 dias;;
SANGRE Y ARENA;;
SAW;;
THE ABYSS;;
THE DOOR IN THE FLOOR;;
THE QUEEN;;
TIERRA ;;
TIERRAS DE PENUMBRA;;
TOMA EL DINERO Y CORRE;;
TRAFICC;;
UN BOTIN DE 500,000 DOLARES;;
UN DIA INOLVIDABLE;;
UN FUNERAL DE MUERTE;;
UN PLAN BRILLANTE;;
UNA HABITACION CON VISTAS;;
UNA VIDA POR DELANTE;;
WEST SIDE STORY;;
Mary and Max;(Adam Elliot) Animation;
El sueño de Valentín;(Alejandro Agresti) Carmen Maura, Rodrigo Noya;
Desayuno con diamantes;(Blake Edwards);
El chico;(Charles Chaplin) Charles Chaplin, Jackie Coogan;
Tiempos modernos;(Charles Chaplin) Charles Chaplin, Jackie Coogan;
Luces de la ciudad;(Charles Chaplin) Charles Chaplin, Virginia Cherill;1955
Los chicos del coro;(Christophe Barratier) Gérard Jugnot, François Berléand;
Trainspotting;(Danny Boyle) Ewan McGregor, Robert Carlyle;
Yi Yi;(Edward Yang) Nianzhen Wu, Elaine Jin;
Underground;(Emir Kusturica) Miki Manojlovic, Lazar Ristovski;
Pauline en la playa;(Éric Rohmer) Amanda Langlet, Arielle Dombasle;
El viaje a ninguna parte;(Fernando Fernán-Gómez) Fernando Fernán-Gómez, José Sacristán;
Qué bello es vivir;(Frank Capra) James Stewart, Donna Reed;
Damas del teatro;(Gregory La Cava) Katharine Hepburn, Ginger Rogers;
Pequeñas mentiras sin importancia;(Guillaume Canet) Marion Cotillard, Jean Dujardin;
Bienvenido Mr. Chance;(Hal Ashby) Peter Sellers, Shirley MacLaine;
Trust;(Hal Hartley) Martin Donovan, Adrienne Shelly;
Kolya;(Jan Sverák) Zdenek Sverák, Andrej Chalimon;
La gran ilusión;(Jean Renoir) Jean Gabin, Erich von Stroheim;
Amélie (Amelie);(Jean-Pierre Jeunet) Audrey Tautou, Mathieu Kassovitz;
Skhizein;(Jérémy Clapin) Animation;
Pequeña Miss Sunshine;(Jonathan Dayton, Valerie Faris) Steve Carell, Toni Collette;
Tres colores: blanco;(Krzysztof Kieslowski) Zbigniew Zamachowski, Julie Delpy;
Todos a casa;(Luigi Comencini) Alberto Sordi, Eduardo De Filippo;
El infierno;(Luis Estrada;
Zorba el griego;(Mihalis Kakogiannis (AKA Michael Cacoyannis)) Anthony Quinn, Alan Bates;
El tren de la vida;(Radu Mihaileanu) Lionel Abelanski, Rufus;
La vida es bella;(Roberto Benigni) Roberto Benigni, Nicoletta Braschi;
Beautiful Girls;(Ted Demme) Timothy Hutton, Uma Thurman;
Wonderfalls (Serie de TV);(Todd Holland (Creator), Bryan Fuller (Creator)) Caroline Dhavernas, Kate Finneran;
Barbarroja;Akira Kurosawa;1965
Los siete samuráis;Akira Kurosawa;1954
La ley del Hampa;Budd Boetticher;1960
Ordet (La palabra);Carl Theodor Dreyer;1955
Origen (Inception);Christopher Nolan;2010
Napoleón (1955);Erich von-Stroheim;
The Wire (Bajo escucha) (Serie de TV);Ernest R. Dickerson;2002
Amanecer;F.W. Murnau;1927
El testamento del dr. Mabuse;Fritz Lang;1933
La historia del crimen (Serie de TV);Gustave Reininger;1986
Las diabólicas;Henri Georges Clouzot;1955
La evasión;Jacques Becker;1960
Rififi;Jules Dassin;1955
Los cien pasos (I cento passi);Marco Tullio Giordana;2000
Boardwalk Empire (Serie de TV);Martin Scorsese;2010
Harakiri (Seppuku);Masaki Kobayashi;1962
Ángeles con caras sucias;Michael Curtiz;1938
Camino a la perdición;Sam Mendes;2002
Roma Criminal (Serie de TV);Stefano Sollima;2008
El ultimátum de Bourne (2007) ;;
Frankie & Johnny (1991) [Estados Unidos];;
